departamento,departamento_iso,anio,numero_semana,fecha_inicio_semana,fecha_fin_semana,cantidad_detecciones,superficie_km2,detecciones_por_1000_km2
Durazno,UY-DU,2024,41,2024-10-07,2024-10-13,0,12228.10425056514,0.0
Flores,UY-FS,2024,41,2024-10-07,2024-10-13,0,5140.77049712524,0.0
Florida,UY-FD,2024,41,2024-10-07,2024-10-13,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,41,2024-10-07,2024-10-13,0,10031.272844140674,0.0
Maldonado,UY-MA,2024,41,2024-10-07,2024-10-13,0,4803.260185508939,0.0
Montevideo,UY-MO,2024,41,2024-10-07,2024-10-13,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,41,2024-10-07,2024-10-13,0,14088.526169172621,0.0
Rivera,UY-RV,2024,41,2024-10-07,2024-10-13,0,9329.550532265199,0.0
Rocha,UY-RO,2024,41,2024-10-07,2024-10-13,0,10558.553826772255,0.0
Río Negro,UY-RN,2024,41,2024-10-07,2024-10-13,0,9810.67596839813,0.0
Salto,UY-SA,2024,41,2024-10-07,2024-10-13,0,14170.87435119916,0.0
San José,UY-SJ,2024,41,2024-10-07,2024-10-13,0,5002.920653176918,0.0
Soriano,UY-SO,2024,41,2024-10-07,2024-10-13,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,41,2024-10-07,2024-10-13,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,41,2024-10-07,2024-10-13,0,9285.005878360264,0.0
Artigas,UY-AR,2024,42,2024-10-14,2024-10-20,0,12010.600679730765,0.0
Canelones,UY-CA,2024,42,2024-10-14,2024-10-20,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2024,42,2024-10-14,2024-10-20,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2024,42,2024-10-14,2024-10-20,2,6112.026851866528,0.32722369329729434
Durazno,UY-DU,2024,42,2024-10-14,2024-10-20,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2024,42,2024-10-14,2024-10-20,0,5140.77049712524,0.0
Florida,UY-FD,2024,42,2024-10-14,2024-10-20,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,42,2024-10-14,2024-10-20,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2024,42,2024-10-14,2024-10-20,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2024,42,2024-10-14,2024-10-20,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,42,2024-10-14,2024-10-20,0,14088.526169172621,0.0
Rivera,UY-RV,2024,42,2024-10-14,2024-10-20,0,9329.550532265199,0.0
Rocha,UY-RO,2024,42,2024-10-14,2024-10-20,0,10558.553826772255,0.0
Río Negro,UY-RN,2024,42,2024-10-14,2024-10-20,0,9810.67596839813,0.0
Salto,UY-SA,2024,42,2024-10-14,2024-10-20,0,14170.87435119916,0.0
San José,UY-SJ,2024,42,2024-10-14,2024-10-20,0,5002.920653176918,0.0
Soriano,UY-SO,2024,42,2024-10-14,2024-10-20,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,42,2024-10-14,2024-10-20,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,42,2024-10-14,2024-10-20,0,9285.005878360264,0.0
Artigas,UY-AR,2024,43,2024-10-21,2024-10-27,4,12010.600679730765,0.3330391299038397
Canelones,UY-CA,2024,43,2024-10-21,2024-10-27,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2024,43,2024-10-21,2024-10-27,0,13655.557447815512,0.0
Colonia,UY-CO,2024,43,2024-10-21,2024-10-27,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2024,43,2024-10-21,2024-10-27,0,12228.10425056514,0.0
Flores,UY-FS,2024,43,2024-10-21,2024-10-27,0,5140.77049712524,0.0
Florida,UY-FD,2024,43,2024-10-21,2024-10-27,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,43,2024-10-21,2024-10-27,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2024,43,2024-10-21,2024-10-27,0,4803.260185508939,0.0
Montevideo,UY-MO,2024,43,2024-10-21,2024-10-27,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,43,2024-10-21,2024-10-27,0,14088.526169172621,0.0
Rivera,UY-RV,2024,43,2024-10-21,2024-10-27,0,9329.550532265199,0.0
Rocha,UY-RO,2024,43,2024-10-21,2024-10-27,0,10558.553826772255,0.0
Río Negro,UY-RN,2024,43,2024-10-21,2024-10-27,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2024,43,2024-10-21,2024-10-27,0,14170.87435119916,0.0
San José,UY-SJ,2024,43,2024-10-21,2024-10-27,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,43,2024-10-21,2024-10-27,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,43,2024-10-21,2024-10-27,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,43,2024-10-21,2024-10-27,0,9285.005878360264,0.0
Artigas,UY-AR,2024,44,2024-10-28,2024-11-03,0,12010.600679730765,0.0
Canelones,UY-CA,2024,44,2024-10-28,2024-11-03,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2024,44,2024-10-28,2024-11-03,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2024,44,2024-10-28,2024-11-03,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2024,44,2024-10-28,2024-11-03,0,12228.10425056514,0.0
Flores,UY-FS,2024,44,2024-10-28,2024-11-03,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,44,2024-10-28,2024-11-03,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2024,44,2024-10-28,2024-11-03,7,10031.272844140674,0.6978177255031739
Maldonado,UY-MA,2024,44,2024-10-28,2024-11-03,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2024,44,2024-10-28,2024-11-03,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,44,2024-10-28,2024-11-03,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2024,44,2024-10-28,2024-11-03,3,9329.550532265199,0.32155889928725273
Rocha,UY-RO,2024,44,2024-10-28,2024-11-03,0,10558.553826772255,0.0
Río Negro,UY-RN,2024,44,2024-10-28,2024-11-03,2,9810.67596839813,0.20385955121159266
Salto,UY-SA,2024,44,2024-10-28,2024-11-03,0,14170.87435119916,0.0
San José,UY-SJ,2024,44,2024-10-28,2024-11-03,0,5002.920653176918,0.0
Soriano,UY-SO,2024,44,2024-10-28,2024-11-03,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,44,2024-10-28,2024-11-03,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2024,44,2024-10-28,2024-11-03,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2024,45,2024-11-04,2024-11-10,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2024,45,2024-11-04,2024-11-10,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2024,45,2024-11-04,2024-11-10,0,13655.557447815512,0.0
Colonia,UY-CO,2024,45,2024-11-04,2024-11-10,0,6112.026851866528,0.0
Durazno,UY-DU,2024,45,2024-11-04,2024-11-10,0,12228.10425056514,0.0
Flores,UY-FS,2024,45,2024-11-04,2024-11-10,0,5140.77049712524,0.0
Florida,UY-FD,2024,45,2024-11-04,2024-11-10,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,45,2024-11-04,2024-11-10,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2024,45,2024-11-04,2024-11-10,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2024,45,2024-11-04,2024-11-10,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,45,2024-11-04,2024-11-10,0,14088.526169172621,0.0
Rivera,UY-RV,2024,45,2024-11-04,2024-11-10,0,9329.550532265199,0.0
Rocha,UY-RO,2024,45,2024-11-04,2024-11-10,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2024,45,2024-11-04,2024-11-10,2,9810.67596839813,0.20385955121159266
Salto,UY-SA,2024,45,2024-11-04,2024-11-10,0,14170.87435119916,0.0
San José,UY-SJ,2024,45,2024-11-04,2024-11-10,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,45,2024-11-04,2024-11-10,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,45,2024-11-04,2024-11-10,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,45,2024-11-04,2024-11-10,3,9285.005878360264,0.32310157250323696
Artigas,UY-AR,2024,46,2024-11-11,2024-11-17,0,12010.600679730765,0.0
Canelones,UY-CA,2024,46,2024-11-11,2024-11-17,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2024,46,2024-11-11,2024-11-17,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2024,46,2024-11-11,2024-11-17,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2024,46,2024-11-11,2024-11-17,0,12228.10425056514,0.0
Flores,UY-FS,2024,46,2024-11-11,2024-11-17,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,46,2024-11-11,2024-11-17,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2024,46,2024-11-11,2024-11-17,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2024,46,2024-11-11,2024-11-17,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2024,46,2024-11-11,2024-11-17,1,527.7536386520376,1.8948235061991252
Paysandú,UY-PA,2024,46,2024-11-11,2024-11-17,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2024,46,2024-11-11,2024-11-17,0,9329.550532265199,0.0
Rocha,UY-RO,2024,46,2024-11-11,2024-11-17,3,10558.553826772255,0.28412982016469
Río Negro,UY-RN,2024,46,2024-11-11,2024-11-17,2,9810.67596839813,0.20385955121159266
Salto,UY-SA,2024,46,2024-11-11,2024-11-17,0,14170.87435119916,0.0
San José,UY-SJ,2024,46,2024-11-11,2024-11-17,3,5002.920653176918,0.5996497262244129
Soriano,UY-SO,2024,46,2024-11-11,2024-11-17,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,46,2024-11-11,2024-11-17,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2024,46,2024-11-11,2024-11-17,3,9285.005878360264,0.32310157250323696
Artigas,UY-AR,2024,47,2024-11-18,2024-11-24,0,12010.600679730765,0.0
Canelones,UY-CA,2024,47,2024-11-18,2024-11-24,8,4520.87871068126,1.7695674916247564
Cerro Largo,UY-CL,2024,47,2024-11-18,2024-11-24,0,13655.557447815512,0.0
Colonia,UY-CO,2024,47,2024-11-18,2024-11-24,2,6112.026851866528,0.32722369329729434
Durazno,UY-DU,2024,47,2024-11-18,2024-11-24,0,12228.10425056514,0.0
Flores,UY-FS,2024,47,2024-11-18,2024-11-24,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,47,2024-11-18,2024-11-24,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2024,47,2024-11-18,2024-11-24,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2024,47,2024-11-18,2024-11-24,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2024,47,2024-11-18,2024-11-24,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,47,2024-11-18,2024-11-24,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2024,47,2024-11-18,2024-11-24,2,9329.550532265199,0.21437259952483514
Rocha,UY-RO,2024,47,2024-11-18,2024-11-24,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2024,47,2024-11-18,2024-11-24,0,9810.67596839813,0.0
Salto,UY-SA,2024,47,2024-11-18,2024-11-24,0,14170.87435119916,0.0
San José,UY-SJ,2024,47,2024-11-18,2024-11-24,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,47,2024-11-18,2024-11-24,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,47,2024-11-18,2024-11-24,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2024,47,2024-11-18,2024-11-24,0,9285.005878360264,0.0
Artigas,UY-AR,2024,48,2024-11-25,2024-12-01,0,12010.600679730765,0.0
Canelones,UY-CA,2024,48,2024-11-25,2024-12-01,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2024,48,2024-11-25,2024-12-01,0,13655.557447815512,0.0
Colonia,UY-CO,2024,48,2024-11-25,2024-12-01,0,6112.026851866528,0.0
Durazno,UY-DU,2024,48,2024-11-25,2024-12-01,0,12228.10425056514,0.0
Flores,UY-FS,2024,48,2024-11-25,2024-12-01,0,5140.77049712524,0.0
Florida,UY-FD,2024,48,2024-11-25,2024-12-01,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,48,2024-11-25,2024-12-01,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2024,48,2024-11-25,2024-12-01,0,4803.260185508939,0.0
Montevideo,UY-MO,2024,48,2024-11-25,2024-12-01,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,48,2024-11-25,2024-12-01,0,14088.526169172621,0.0
Rivera,UY-RV,2024,48,2024-11-25,2024-12-01,0,9329.550532265199,0.0
Rocha,UY-RO,2024,48,2024-11-25,2024-12-01,17,10558.553826772255,1.6100689809332431
Río Negro,UY-RN,2024,48,2024-11-25,2024-12-01,0,9810.67596839813,0.0
Salto,UY-SA,2024,48,2024-11-25,2024-12-01,0,14170.87435119916,0.0
San José,UY-SJ,2024,48,2024-11-25,2024-12-01,0,5002.920653176918,0.0
Soriano,UY-SO,2024,48,2024-11-25,2024-12-01,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,48,2024-11-25,2024-12-01,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,48,2024-11-25,2024-12-01,0,9285.005878360264,0.0
Artigas,UY-AR,2024,49,2024-12-02,2024-12-08,3,12010.600679730765,0.2497793474278798
Canelones,UY-CA,2024,49,2024-12-02,2024-12-08,5,4520.87871068126,1.1059796822654728
Cerro Largo,UY-CL,2024,49,2024-12-02,2024-12-08,2,13655.557447815512,0.14646051672683205
Colonia,UY-CO,2024,49,2024-12-02,2024-12-08,0,6112.026851866528,0.0
Durazno,UY-DU,2024,49,2024-12-02,2024-12-08,2,12228.10425056514,0.16355765039438286
Flores,UY-FS,2024,49,2024-12-02,2024-12-08,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,49,2024-12-02,2024-12-08,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2024,49,2024-12-02,2024-12-08,2,10031.272844140674,0.19937649300090682
Maldonado,UY-MA,2024,49,2024-12-02,2024-12-08,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2024,49,2024-12-02,2024-12-08,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,49,2024-12-02,2024-12-08,0,14088.526169172621,0.0
Rivera,UY-RV,2024,49,2024-12-02,2024-12-08,0,9329.550532265199,0.0
Rocha,UY-RO,2024,49,2024-12-02,2024-12-08,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2024,49,2024-12-02,2024-12-08,0,9810.67596839813,0.0
Salto,UY-SA,2024,49,2024-12-02,2024-12-08,0,14170.87435119916,0.0
San José,UY-SJ,2024,49,2024-12-02,2024-12-08,4,5002.920653176918,0.7995329682992173
Soriano,UY-SO,2024,49,2024-12-02,2024-12-08,2,9122.538742945157,0.21923721634470275
Tacuarembó,UY-TA,2024,49,2024-12-02,2024-12-08,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2024,49,2024-12-02,2024-12-08,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2024,50,2024-12-09,2024-12-15,0,12010.600679730765,0.0
Canelones,UY-CA,2024,50,2024-12-09,2024-12-15,5,4520.87871068126,1.1059796822654728
Cerro Largo,UY-CL,2024,50,2024-12-09,2024-12-15,0,13655.557447815512,0.0
Colonia,UY-CO,2024,50,2024-12-09,2024-12-15,0,6112.026851866528,0.0
Durazno,UY-DU,2024,50,2024-12-09,2024-12-15,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2024,50,2024-12-09,2024-12-15,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,50,2024-12-09,2024-12-15,3,10405.572253242583,0.2883070653865423
Lavalleja,UY-LA,2024,50,2024-12-09,2024-12-15,4,10031.272844140674,0.39875298600181364
Maldonado,UY-MA,2024,50,2024-12-09,2024-12-15,3,4803.260185508939,0.6245757848077367
Montevideo,UY-MO,2024,50,2024-12-09,2024-12-15,1,527.7536386520376,1.8948235061991252
Paysandú,UY-PA,2024,50,2024-12-09,2024-12-15,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2024,50,2024-12-09,2024-12-15,0,9329.550532265199,0.0
Rocha,UY-RO,2024,50,2024-12-09,2024-12-15,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2024,50,2024-12-09,2024-12-15,0,9810.67596839813,0.0
Salto,UY-SA,2024,50,2024-12-09,2024-12-15,0,14170.87435119916,0.0
San José,UY-SJ,2024,50,2024-12-09,2024-12-15,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,50,2024-12-09,2024-12-15,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2024,50,2024-12-09,2024-12-15,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,50,2024-12-09,2024-12-15,0,9285.005878360264,0.0
Artigas,UY-AR,2024,51,2024-12-16,2024-12-22,0,12010.600679730765,0.0
Canelones,UY-CA,2024,51,2024-12-16,2024-12-22,5,4520.87871068126,1.1059796822654728
Cerro Largo,UY-CL,2024,51,2024-12-16,2024-12-22,0,13655.557447815512,0.0
Colonia,UY-CO,2024,51,2024-12-16,2024-12-22,0,6112.026851866528,0.0
Durazno,UY-DU,2024,51,2024-12-16,2024-12-22,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2024,51,2024-12-16,2024-12-22,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,51,2024-12-16,2024-12-22,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2024,51,2024-12-16,2024-12-22,0,10031.272844140674,0.0
Maldonado,UY-MA,2024,51,2024-12-16,2024-12-22,3,4803.260185508939,0.6245757848077367
Montevideo,UY-MO,2024,51,2024-12-16,2024-12-22,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,51,2024-12-16,2024-12-22,2,14088.526169172621,0.1419594907220486
Rivera,UY-RV,2024,51,2024-12-16,2024-12-22,0,9329.550532265199,0.0
Rocha,UY-RO,2024,51,2024-12-16,2024-12-22,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2024,51,2024-12-16,2024-12-22,0,9810.67596839813,0.0
Salto,UY-SA,2024,51,2024-12-16,2024-12-22,0,14170.87435119916,0.0
San José,UY-SJ,2024,51,2024-12-16,2024-12-22,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,51,2024-12-16,2024-12-22,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,51,2024-12-16,2024-12-22,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,51,2024-12-16,2024-12-22,0,9285.005878360264,0.0
Artigas,UY-AR,2024,52,2024-12-23,2024-12-29,0,12010.600679730765,0.0
Canelones,UY-CA,2024,52,2024-12-23,2024-12-29,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2024,52,2024-12-23,2024-12-29,0,13655.557447815512,0.0
Colonia,UY-CO,2024,52,2024-12-23,2024-12-29,0,6112.026851866528,0.0
Durazno,UY-DU,2024,52,2024-12-23,2024-12-29,0,12228.10425056514,0.0
Flores,UY-FS,2024,52,2024-12-23,2024-12-29,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,52,2024-12-23,2024-12-29,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,52,2024-12-23,2024-12-29,0,10031.272844140674,0.0
Maldonado,UY-MA,2024,52,2024-12-23,2024-12-29,0,4803.260185508939,0.0
Montevideo,UY-MO,2024,52,2024-12-23,2024-12-29,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,52,2024-12-23,2024-12-29,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2024,52,2024-12-23,2024-12-29,0,9329.550532265199,0.0
Rocha,UY-RO,2024,52,2024-12-23,2024-12-29,0,10558.553826772255,0.0
Río Negro,UY-RN,2024,52,2024-12-23,2024-12-29,0,9810.67596839813,0.0
Salto,UY-SA,2024,52,2024-12-23,2024-12-29,0,14170.87435119916,0.0
San José,UY-SJ,2024,52,2024-12-23,2024-12-29,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,52,2024-12-23,2024-12-29,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,52,2024-12-23,2024-12-29,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,52,2024-12-23,2024-12-29,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2024,53,2024-12-30,2025-01-05,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2024,53,2024-12-30,2025-01-05,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2024,53,2024-12-30,2025-01-05,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2024,53,2024-12-30,2025-01-05,0,6112.026851866528,0.0
Durazno,UY-DU,2024,53,2024-12-30,2025-01-05,2,12228.10425056514,0.16355765039438286
Flores,UY-FS,2024,53,2024-12-30,2025-01-05,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2024,53,2024-12-30,2025-01-05,0,10405.572253242583,0.0
Lavalleja,UY-LA,2024,53,2024-12-30,2025-01-05,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2024,53,2024-12-30,2025-01-05,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2024,53,2024-12-30,2025-01-05,0,527.7536386520376,0.0
Paysandú,UY-PA,2024,53,2024-12-30,2025-01-05,0,14088.526169172621,0.0
Rivera,UY-RV,2024,53,2024-12-30,2025-01-05,0,9329.550532265199,0.0
Rocha,UY-RO,2024,53,2024-12-30,2025-01-05,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2024,53,2024-12-30,2025-01-05,0,9810.67596839813,0.0
Salto,UY-SA,2024,53,2024-12-30,2025-01-05,0,14170.87435119916,0.0
San José,UY-SJ,2024,53,2024-12-30,2025-01-05,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2024,53,2024-12-30,2025-01-05,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2024,53,2024-12-30,2025-01-05,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2024,53,2024-12-30,2025-01-05,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2025,1,2025-01-06,2025-01-12,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2025,1,2025-01-06,2025-01-12,7,4520.87871068126,1.548371555171662
Cerro Largo,UY-CL,2025,1,2025-01-06,2025-01-12,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2025,1,2025-01-06,2025-01-12,0,6112.026851866528,0.0
Durazno,UY-DU,2025,1,2025-01-06,2025-01-12,0,12228.10425056514,0.0
Flores,UY-FS,2025,1,2025-01-06,2025-01-12,0,5140.77049712524,0.0
Florida,UY-FD,2025,1,2025-01-06,2025-01-12,0,10405.572253242583,0.0
Lavalleja,UY-LA,2025,1,2025-01-06,2025-01-12,6,10031.272844140674,0.5981294790027205
Maldonado,UY-MA,2025,1,2025-01-06,2025-01-12,4,4803.260185508939,0.8327677130769822
Montevideo,UY-MO,2025,1,2025-01-06,2025-01-12,0,527.7536386520376,0.0
Paysandú,UY-PA,2025,1,2025-01-06,2025-01-12,0,14088.526169172621,0.0
Rivera,UY-RV,2025,1,2025-01-06,2025-01-12,0,9329.550532265199,0.0
Rocha,UY-RO,2025,1,2025-01-06,2025-01-12,0,10558.553826772255,0.0
Río Negro,UY-RN,2025,1,2025-01-06,2025-01-12,0,9810.67596839813,0.0
Salto,UY-SA,2025,1,2025-01-06,2025-01-12,0,14170.87435119916,0.0
San José,UY-SJ,2025,1,2025-01-06,2025-01-12,0,5002.920653176918,0.0
Soriano,UY-SO,2025,1,2025-01-06,2025-01-12,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2025,1,2025-01-06,2025-01-12,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2025,1,2025-01-06,2025-01-12,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2025,2,2025-01-13,2025-01-19,5,12010.600679730765,0.41629891237979966
Canelones,UY-CA,2025,2,2025-01-13,2025-01-19,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2025,2,2025-01-13,2025-01-19,0,13655.557447815512,0.0
Colonia,UY-CO,2025,2,2025-01-13,2025-01-19,0,6112.026851866528,0.0
Durazno,UY-DU,2025,2,2025-01-13,2025-01-19,0,12228.10425056514,0.0
Flores,UY-FS,2025,2,2025-01-13,2025-01-19,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2025,2,2025-01-13,2025-01-19,0,10405.572253242583,0.0
Lavalleja,UY-LA,2025,2,2025-01-13,2025-01-19,0,10031.272844140674,0.0
Maldonado,UY-MA,2025,2,2025-01-13,2025-01-19,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2025,2,2025-01-13,2025-01-19,0,527.7536386520376,0.0
Paysandú,UY-PA,2025,2,2025-01-13,2025-01-19,0,14088.526169172621,0.0
Rivera,UY-RV,2025,2,2025-01-13,2025-01-19,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2025,2,2025-01-13,2025-01-19,0,10558.553826772255,0.0
Río Negro,UY-RN,2025,2,2025-01-13,2025-01-19,0,9810.67596839813,0.0
Salto,UY-SA,2025,2,2025-01-13,2025-01-19,5,14170.87435119916,0.35283637946990143
San José,UY-SJ,2025,2,2025-01-13,2025-01-19,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2025,2,2025-01-13,2025-01-19,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2025,2,2025-01-13,2025-01-19,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2025,2,2025-01-13,2025-01-19,0,9285.005878360264,0.0
Artigas,UY-AR,2025,3,2025-01-20,2025-01-26,2,12010.600679730765,0.16651956495191986
Canelones,UY-CA,2025,3,2025-01-20,2025-01-26,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2025,3,2025-01-20,2025-01-26,2,13655.557447815512,0.14646051672683205
Colonia,UY-CO,2025,3,2025-01-20,2025-01-26,0,6112.026851866528,0.0
Durazno,UY-DU,2025,3,2025-01-20,2025-01-26,0,12228.10425056514,0.0
Flores,UY-FS,2025,3,2025-01-20,2025-01-26,0,5140.77049712524,0.0
Florida,UY-FD,2025,3,2025-01-20,2025-01-26,3,10405.572253242583,0.2883070653865423
Lavalleja,UY-LA,2025,3,2025-01-20,2025-01-26,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2025,3,2025-01-20,2025-01-26,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2025,3,2025-01-20,2025-01-26,3,527.7536386520376,5.684470518597376
Paysandú,UY-PA,2025,3,2025-01-20,2025-01-26,0,14088.526169172621,0.0
Rivera,UY-RV,2025,3,2025-01-20,2025-01-26,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2025,3,2025-01-20,2025-01-26,0,10558.553826772255,0.0
Río Negro,UY-RN,2025,3,2025-01-20,2025-01-26,0,9810.67596839813,0.0
Salto,UY-SA,2025,3,2025-01-20,2025-01-26,0,14170.87435119916,0.0
San José,UY-SJ,2025,3,2025-01-20,2025-01-26,0,5002.920653176918,0.0
